TM,STN,WD,WS,GST_WD,GST_WS,GST_TM,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN_DAY,RN_INT,SD_HR3,SD_DAY,SD_TOT,WC,WP,WW,CA_TOT,CA_MID,CH_MIN,CT,CT_TOP,CT_MID,CT_LOW,VS,SS,SI,ST_GD,TS,TE_005,TE_01,TE_02,TE_03,ST_SEA,WH,BF,IR,IX,RN_JUN
201701011000,108,5,2.1,-9,-9.0,-9,1020.1,1031.0,-9,-9.0,0.8,-2.7,77.0,5.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,10,22,19,9,9,10,Sc,0,0,5,422,0.1,0.28,-9,0.6,0.1,0.5,1.7,2.6,-9,-9.0,-9,3,1
201701011100,108,5,1.9,-9,-9.0,-9,1019.9,1030.7,-9,-9.0,2.5,-2.2,71.0,5.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,10,22,19,9,9,10,Sc,0,0,5,418,0.6,0.71,-9,2.9,0.2,0.5,1.7,2.6,-9,-9.0,-9,3,1
201701011200,108,5,1.3,-9,-9.0,-9,1018.7,1029.5,8,-0.9,4.0,-1.1,69.0,5.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,4019,9,9,8,Sc,0,0,5,433,0.2,0.86,-9,3.6,0.4,0.5,1.7,2.6,-9,-9.0,-9,3,1
201701011300,108,2,1.4,-9,-9.0,-9,1017.9,1028.6,-9,-9.0,5.1,-0.9,65.0,5.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,40,8,7,8,ScCi,2,0,5,430,0.1,0.73,-9,5.1,0.6,0.5,1.7,2.6,-9,-9.0,-9,3,1
201701011400,108,34,0.7,-9,-9.0,-9,1017.1,1027.7,-9,-9.0,6.7,-0.3,61.0,6.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,40,8,7,7,ScCi,1,0,5,442,0.7,0.90,-9,7.2,1.1,0.5,1.7,2.6,-9,-9.0,-9,3,1
201701011500,108,23,0.9,-9,-9.0,-9,1016.8,1027.4,7,-2.1,6.9,0.7,65.0,6.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,40,9,9,8,Sc,0,0,5,471,0.0,0.41,-9,5.0,1.1,0.6,1.7,2.6,-9,-9.0,-9,3,1
201701011600,108,23,1.2,-9,-9.0,-9,1016.5,1027.1,-9,-9.0,6.8,1.0,67.0,6.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,40,9,9,7,Sc,0,0,5,491,0.0,0.21,-9,4.3,1.1,0.7,1.8,2.6,-9,-9.0,-9,3,1
201701011700,108,2,0.7,-9,-9.0,-9,1016.2,1026.8,-9,-9.0,6.5,1.2,69.0,6.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,40,9,9,8,Sc,0,0,5,435,0.0,0.10,-9,3.2,1.2,0.7,1.8,2.6,-9,-9.0,-9,3,1
201701011800,108,5,2.4,-9,-9.0,-9,1015.8,1026.5,7,-0.9,5.6,0.5,70.0,6.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,40,8,8,9,Sc,0,0,5,384,0.0,0.01,-9,2.4,1.2,0.8,1.8,2.6,-9,-9.0,-9,3,1
201701011900,108,5,2.2,-9,-9.0,-9,1015.5,1026.2,-9,-9.0,4.8,0.3,73.0,6.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,40,-9,8,11,-,-9,-9,-9,383,-9.0,-9.00,-9,1.2,0.9,0.8,1.8,2.6,-9,-9.0,-9,3,-9
201701012000,108,7,1.9,-9,-9.0,-9,1015.4,1026.1,-9,-9.0,4.2,-0.2,73.0,6.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,40,-9,6,11,-,-9,-9,-9,383,-9.0,-9.00,-9,0.6,0.7,0.9,1.9,2.6,-9,-9.0,-9,3,-9
201701012100,108,5,2.6,-9,-9.0,-9,1014.6,1025.3,7,-1.2,4.0,-0.2,74.0,6.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,40,9,9,10,Sc,0,0,5,366,-9.0,-9.00,-9,0.8,0.9,0.9,1.9,2.7,-9,-9.0,-9,3,1
201701012200,108,2,1.4,-9,-9.0,-9,1014.4,1025.1,-9,-9.0,3.9,-0.1,75.0,6.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,40,-9,9,10,-,-9,-9,-9,359,-9.0,-9.00,-9,1.4,1.1,0.9,1.9,2.7,-9,-9.0,-9,3,-9
201701012300,108,2,1.4,-9,-9.0,-9,1014.1,1024.8,-9,-9.0,3.9,-0.1,75.0,6.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,40,-9,9,11,-,-9,-9,-9,357,-9.0,-9.00,-9,1.5,1.2,0.9,1.9,2.7,-9,-9.0,-9,3,-9
201701020000,108,2,1.5,-9,-9.0,-9,1014.2,1024.9,5,-0.4,3.9,-0.1,75.0,6.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,40,9,9,10,Sc,0,0,5,359,-9.0,-9.00,-9,1.8,1.3,1.0,1.9,2.7,-9,-9.0,-9,3,1
201701020100,108,5,2.1,-9,-9.0,-9,1013.5,1024.2,-9,-9.0,3.9,-0.1,75.0,6.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,40,-9,9,11,-,-9,-9,-9,345,-9.0,-9.00,-9,1.8,1.4,1.0,2.0,2.7,-9,-9.0,-9,3,-9
201701020200,108,2,2.2,-9,-9.0,-9,1013.0,1023.7,-9,-9.0,3.8,0.1,77.0,6.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,40,-9,2,6,-,-9,-9,-9,330,-9.0,-9.00,-9,1.6,1.4,1.1,2.0,2.7,-9,-9.0,-9,3,-9
201701020300,108,5,1.7,-9,-9.0,-9,1013.3,1024.0,5,-0.9,3.7,-0.1,76.0,6.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,40,9,9,10,Sc,0,0,5,339,-9.0,-9.00,-9,1.7,1.4,1.1,2.0,2.7,-9,-9.0,-9,3,1
201701020400,108,2,1.5,-9,-9.0,-9,1012.7,1023.4,-9,-9.0,3.7,0.0,77.0,6.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,40,10,8,4,ScAs,-9,2,5,331,-9.0,-9.00,-9,1.7,1.6,1.2,2.1,2.8,-9,-9.0,-9,3,1
201701020500,108,2,1.5,-9,-9.0,-9,1012.2,1022.9,-9,-9.0,3.7,0.5,80.0,6.3,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,60,62,401901,10,7,4,ScAs,-9,2,5,328,-9.0,-9.00,-9,2.3,1.7,1.3,2.1,2.8,-9,-9.0,-9,4,1
201701020600,108,2,1.1,-9,-9.0,-9,1011.6,1022.3,7,-1.7,3.6,1.9,89.0,7.0,0.3,0.3,0.3,-9.0,-9.0,-9.0,-9.0,21,62,1901,10,7,4,ScAs,-9,2,5,170,-9.0,-9.00,-9,2.2,1.8,1.4,2.1,2.8,-9,-9.0,-9,4,1
201701020700,108,36,1.1,-9,-9.0,-9,1011.6,1022.3,-9,-9.0,3.6,1.7,88.0,6.9,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,10,22,19,10,7,4,ScAs,-9,2,5,198,-9.0,-9.00,-9,2.6,2.0,1.5,2.2,2.8,-9,-9.0,-9,3,1
201701020800,108,2,1.4,-9,-9.0,-9,1011.4,1022.1,-9,-9.0,3.8,1.8,87.0,7.0,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,21,62,1901,10,6,10,ScAs,-9,2,5,224,0.0,0.01,-9,2.9,2.2,1.7,2.2,2.8,-9,-9.0,-9,4,1
201701020900,108,36,0.9,-9,-9.0,-9,1011.5,1022.2,5,-0.1,4.1,2.1,87.0,7.1,0.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,10,22,19,10,7,10,ScAs,-9,2,5,216,0.0,0.06,-9,3.6,2.4,1.8,2.3,2.9,-9,-9.0,-9,3,1
201701021000,108,23,2.4,-9,-9.0,-9,1011.9,1022.6,-9,-9.0,5.2,3.0,86.0,7.6,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,10,22,19,9,9,10,Sc,0,0,5,305,0.0,0.16,-9,5.2,2.8,2.0,2.3,2.9,-9,-9.0,-9,3,1
201701021100,108,23,2.3,-9,-9.0,-9,1012.0,1022.6,-9,-9.0,6.3,3.4,82.0,7.8,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,10,22,19,9,9,10,Sc,0,0,5,294,0.0,0.52,-9,9.0,4.0,2.3,2.5,2.9,-9,-9.0,-9,3,1
201701021200,108,23,2.1,-9,-9.0,-9,1011.3,1021.8,8,-0.4,7.6,2.4,70.0,7.3,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,5,22,4019,7,7,10,Sc,0,0,5,409,0.3,0.77,-9,12.2,5.1,2.7,2.6,3.0,-9,-9.0,-9,3,1
201701021300,108,23,3.1,-9,-9.0,-9,1010.8,1021.3,-9,-9.0,8.1,2.7,69.0,7.4,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,5,22,40,8,8,10,Sc,0,0,5,367,1.0,1.08,-9,13.3,6.7,3.4,2.7,3.0,-9,-9.0,-9,3,1
201701021400,108,20,3.1,-9,-9.0,-9,1010.2,1020.7,-9,-9.0,9.2,1.5,59.0,6.8,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,5,22,40,6,6,7,Sc,0,0,5,331,0.9,1.15,-9,15.2,7.8,4.1,3.0,3.1,-9,-9.0,-9,3,1
201701021500,108,25,3.6,-9,-9.0,-9,1010.3,1020.8,5,-1.0,8.3,1.8,64.0,7.0,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,5,22,40,8,8,7,Sc,0,0,5,305,0.5,0.71,-9,10.9,7.9,4.8,3.3,3.2,-9,-9.0,-9,3,1
201701021600,108,25,3.2,-9,-9.0,-9,1010.7,1021.2,-9,-9.0,8.0,1.8,65.0,7.0,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,5,22,40,8,8,7,Sc,0,0,5,262,0.0,0.44,-9,9.8,7.4,5.1,3.6,3.3,-9,-9.0,-9,3,1
201701021700,108,25,2.3,-9,-9.0,-9,1011.0,1021.6,-9,-9.0,7.1,1.7,69.0,6.9,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,5,22,40,6,6,7,Sc,0,0,5,247,0.0,0.19,-9,6.6,6.6,5.1,3.8,3.5,-9,-9.0,-9,3,1
201701021800,108,27,2.1,-9,-9.0,-9,1011.4,1022.0,2,1.2,6.4,1.9,73.0,7.0,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,5,22,40,8,8,7,Sc,0,0,5,221,0.0,0.02,-9,5.3,5.7,5.0,4.0,3.6,-9,-9.0,-9,3,1
201701021900,108,25,2.0,-9,-9.0,-9,1011.6,1022.2,-9,-9.0,6.0,2.4,78.0,7.3,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,-9,-9,40,-9,9,7,-,-9,-9,-9,193,-9.0,-9.00,-9,4.6,5.3,4.8,4.1,3.8,-9,-9.0,-9,3,-9
201701022000,108,25,3.2,-9,-9.0,-9,1011.9,1022.6,-9,-9.0,5.0,2.0,81.0,7.1,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,-9,-9,4019,-9,5,4,-,-9,-9,-9,184,-9.0,-9.00,-9,2.3,4.5,4.6,4.2,3.8,-9,-9.0,-9,3,-9
201701022100,108,27,3.1,-9,-9.0,-9,1012.0,1022.7,2,0.7,4.3,1.8,84.0,7.0,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,10,22,19,9,9,8,Sc,0,0,5,164,-9.0,-9.00,-9,3.0,3.9,4.3,4.2,3.9,-9,-9.0,-9,3,1
201701022200,108,29,3.0,-9,-9.0,-9,1012.3,1023.0,-9,-9.0,3.7,0.2,78.0,6.2,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,-9,-9,19,-9,6,3,-,-9,-9,-9,197,-9.0,-9.00,-9,2.2,3.8,4.1,4.2,4.0,-9,-9.0,-9,3,-9
201701022300,108,32,2.8,-9,-9.0,-9,1012.8,1023.6,-9,-9.0,2.8,-1.0,76.0,5.7,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,-9,-9,19,-9,2,-9,-,-9,-9,-9,224,-9.0,-9.00,-9,0.0,3.4,3.9,4.1,4.0,-9,-9.0,-9,3,-9
201701030000,108,36,1.5,-9,-9.0,-9,1013.2,1024.0,2,1.3,1.8,-1.4,79.0,5.5,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,10,10,19,0,0,-9,-,-9,-9,-9,205,-9.0,-9.00,-9,-0.5,2.5,3.6,4.1,4.1,-9,-9.0,-9,3,1
201701030100,108,27,2.6,-9,-9.0,-9,1013.3,1024.1,-9,-9.0,1.0,-1.7,82.0,5.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,19,-9,8,6,-,-9,-9,-9,194,-9.0,-9.00,-9,-0.7,1.9,3.3,4.0,4.1,-9,-9.0,-9,3,-9
201701030200,108,27,1.4,-9,-9.0,-9,1013.4,1024.3,-9,-9.0,0.2,-2.3,83.0,5.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,19,-9,1,-9,-,-9,-9,-9,213,-9.0,-9.00,-9,-1.6,1.6,3.0,3.9,4.1,-9,-9.0,-9,3,-9
201701030300,108,36,0.8,-9,-9.0,-9,1013.7,1024.6,2,0.6,-0.7,-3.8,79.0,4.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,10,0,19,0,0,-9,-,-9,-9,-9,275,-9.0,-9.00,-9,-2.2,1.3,2.8,3.8,4.1,-9,-9.0,-9,3,1
201701030400,108,27,2.2,-9,-9.0,-9,1014.1,1025.0,-9,-9.0,-1.0,-5.4,72.0,4.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,10,0,19,0,0,-9,-,-9,-9,-9,363,-9.0,-9.00,-9,-2.4,1.1,2.6,3.7,4.1,-9,-9.0,-9,3,1
201701030500,108,29,1.9,-9,-9.0,-9,1014.1,1025.0,-9,-9.0,-1.3,-5.5,73.0,4.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,10,0,19,0,0,-9,-,-9,-9,-9,390,-9.0,-9.00,-9,-2.9,0.9,2.3,3.6,4.1,-9,-9.0,-9,3,1
201701030600,108,27,1.4,-9,-9.0,-9,1013.9,1024.9,0,0.3,-1.8,-6.0,73.0,3.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,10,0,19,0,0,-9,-,-9,-9,-9,385,-9.0,-9.00,-9,-3.4,0.8,2.2,3.4,4.0,-9,-9.0,-9,3,1
201701030700,108,25,1.4,-9,-9.0,-9,1014.2,1025.2,-9,-9.0,-2.1,-6.4,72.0,3.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,0,4019,0,0,-9,-,-9,-9,-9,494,-9.0,-9.00,-9,-4.1,0.6,2.1,3.3,3.9,-9,-9.0,-9,3,1
201701030800,108,27,1.2,-9,-9.0,-9,1014.6,1025.6,-9,-9.0,-2.1,-7.4,67.0,3.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,0,40,0,0,-9,-,-9,-9,-9,593,0.0,0.01,-9,-3.1,0.5,1.9,3.2,3.9,-9,-9.0,-9,3,1
201701030900,108,0,0.1,-9,-9.0,-9,1015.0,1026.0,2,1.1,-1.4,-8.1,60.0,3.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,0,40,0,0,-9,-,-9,-9,-9,621,0.8,0.25,-9,-0.7,0.5,1.9,3.1,3.9,-9,-9.0,-9,3,1
201701031000,108,25,0.8,-9,-9.0,-9,1015.0,1025.9,-9,-9.0,1.1,-6.9,55.0,3.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,0,40,0,0,-9,-,-9,-9,-9,572,1.0,0.69,-9,2.1,0.7,1.8,3.1,3.8,-9,-9.0,-9,3,1
201701031100,108,20,1.2,-9,-9.0,-9,1014.7,1025.4,-9,-9.0,4.1,-4.6,53.0,4.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,0,40,0,0,-9,-,-9,-9,-9,628,1.0,1.13,-9,6.2,1.0,1.8,3.0,3.7,-9,-9.0,-9,3,1
201701031200,108,20,2.4,-9,-9.0,-9,1014.0,1024.7,7,-1.3,5.9,-5.4,44.0,4.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,0,40,0,0,-9,-,-9,-9,-9,684,1.0,1.41,-9,9.0,3.1,2.0,3.0,3.7,-9,-9.0,-9,3,1
201701031300,108,20,3.0,-9,-9.0,-9,1013.2,1023.8,-9,-9.0,7.0,-6.0,39.0,3.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,0,40,0,0,-9,-,-9,-9,-9,760,1.0,1.53,-9,12.5,4.9,2.6,3.0,3.7,-9,-9.0,-9,3,1
201701031400,108,25,3.2,-9,-9.0,-9,1012.7,1023.3,-9,-9.0,7.0,-4.7,43.0,4.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,0,40,0,0,-9,-,-9,-9,-9,790,1.0,1.30,-9,11.8,6.0,3.2,3.1,3.7,-9,-9.0,-9,3,1
201701031500,108,25,3.7,-9,-9.0,-9,1012.6,1023.2,7,-1.5,7.2,-3.3,47.0,4.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,0,40,0,0,-9,-,-9,-9,-9,904,1.0,1.13,-9,9.7,6.9,3.9,3.3,3.7,-9,-9.0,-9,3,1
201701031600,108,23,3.3,-9,-9.0,-9,1012.4,1023.0,-9,-9.0,6.9,-3.3,48.0,4.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,0,40,0,0,-9,-,-9,-9,-9,981,1.0,0.73,-9,7.1,6.7,4.3,3.5,3.8,-9,-9.0,-9,3,1
201701031700,108,27,2.8,-9,-9.0,-9,1012.4,1023.1,-9,-9.0,5.3,-2.7,56.0,5.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,40,0,0,-9,-,-9,-9,-9,1629,1.0,0.31,-9,2.9,5.7,4.5,3.8,3.8,-9,-9.0,-9,3,2
201701031800,108,27,2.6,-9,-9.0,-9,1012.1,1022.8,7,-0.4,3.8,-3.2,60.0,4.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1689,0.1,0.02,-9,0.4,4.1,4.3,3.9,3.9,-9,-9.0,-9,3,2
201701031900,108,27,1.9,-9,-9.0,-9,1012.4,1023.2,-9,-9.0,2.8,-3.9,61.0,4.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,-9,0,-9,-,-9,-9,-9,1860,-9.0,-9.00,-9,0.0,2.9,4.0,4.0,4.0,-9,-9.0,-9,3,-9
201701032000,108,27,2.1,-9,-9.0,-9,1012.7,1023.5,-9,-9.0,2.2,-4.5,61.0,4.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,-9,0,-9,-,-9,-9,-9,1986,-9.0,-9.00,-9,-0.4,2.2,3.6,4.0,4.1,-9,-9.0,-9,3,-9
201701032100,108,27,1.8,-9,-9.0,-9,1012.8,1023.6,2,0.8,1.8,-5.1,60.0,4.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1978,-9.0,-9.00,-9,-0.7,1.8,3.2,3.9,4.1,-9,-9.0,-9,3,2
201701032200,108,27,1.6,-9,-9.0,-9,1012.8,1023.6,-9,-9.0,1.7,-4.6,63.0,4.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,-9,0,-9,-,-9,-9,-9,1826,-9.0,-9.00,-9,-0.9,1.5,2.9,3.8,4.1,-9,-9.0,-9,3,-9
201701032300,108,29,0.9,-9,-9.0,-9,1012.8,1023.6,-9,-9.0,1.2,-4.0,68.0,4.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,-9,0,-9,-,-9,-9,-9,1668,-9.0,-9.00,-9,-1.3,1.3,2.7,3.7,4.1,-9,-9.0,-9,3,-9
201701040000,108,0,0.4,-9,-9.0,-9,1013.0,1023.8,2,0.2,1.0,-3.6,71.0,4.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,7,Sc,0,0,5,1623,-9.0,-9.00,-9,-0.8,1.1,2.5,3.6,4.1,-9,-9.0,-9,3,2
201701040100,108,0,0.2,-9,-9.0,-9,1012.6,1023.4,-9,-9.0,1.8,-2.7,72.0,5.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,-9,9,5,-,-9,-9,-9,1558,-9.0,-9.00,-9,-0.1,1.2,2.4,3.5,4.1,-9,-9.0,-9,3,-9
201701040200,108,36,0.7,-9,-9.0,-9,1012.6,1023.4,-9,-9.0,1.9,-3.0,70.0,4.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,-9,9,6,-,-9,-9,-9,1672,-9.0,-9.00,-9,-0.4,1.2,2.3,3.4,4.0,-9,-9.0,-9,3,-9
201701040300,108,2,0.5,-9,-9.0,-9,1012.7,1023.5,5,-0.3,2.1,-2.8,70.0,5.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,5,Sc,0,0,5,1633,-9.0,-9.00,-9,-0.1,1.2,2.2,3.3,4.0,-9,-9.0,-9,3,2
201701040400,108,2,0.7,-9,-9.0,-9,1012.5,1023.3,-9,-9.0,2.2,-2.7,70.0,5.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,7,7,8,Sc,0,0,5,1528,-9.0,-9.00,-9,0.0,1.2,2.1,3.2,3.9,-9,-9.0,-9,3,2
201701040500,108,2,1.0,-9,-9.0,-9,1012.6,1023.4,-9,-9.0,2.5,-2.0,72.0,5.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,4,Sc,0,0,5,1252,-9.0,-9.00,-9,0.1,1.2,2.1,3.2,3.9,-9,-9.0,-9,3,2
201701040600,108,36,1.1,-9,-9.0,-9,1012.3,1023.1,7,-0.4,2.5,-1.6,74.0,5.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,8,4,Sc,0,0,5,1228,-9.0,-9.00,-9,0.1,1.2,2.1,3.1,3.9,-9,-9.0,-9,3,2
201701040700,108,2,1.2,-9,-9.0,-9,1012.8,1023.6,-9,-9.0,2.5,-1.6,74.0,5.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,6,4,Sc,0,0,5,1188,-9.0,-9.00,-9,-0.1,1.4,2.1,3.1,3.9,-9,-9.0,-9,3,2
201701040800,108,36,0.8,-9,-9.0,-9,1013.3,1024.1,-9,-9.0,1.9,-1.7,77.0,5.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,2,2,4,Sc,0,0,5,1067,0.0,0.01,-9,-0.8,1.1,2.0,3.1,3.8,-9,-9.0,-9,3,2
